Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Peak Freq (Hz)	Begin File	Delta Freq (Hz)	USV TYPE
1521	Spectrogram 1	1	569.684736757	569.738196546	0.053	38235.3	75490.2	50781.2	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	37254.9	TR
1522	Spectrogram 1	1	570.142661384	570.196022860	0.053	38725.5	68872.5	51757.8	52246.1	ch1-2018-11-20_10-29-02_0000012.wav	30147.0	ST
1523	Spectrogram 1	1	570.457930899	570.514984622	0.057	31862.7	57598.0	51757.8	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	25735.3	ST
1524	Spectrogram 1	1	570.771933438	570.833928823	0.062	34313.7	81617.6	51757.8	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	47303.9	TR
1525	Spectrogram 1	1	571.113325345	571.149745892	0.036	29123.7	56701.0	46875.0	47851.6	ch1-2018-11-20_10-29-02_0000012.wav	27577.3	FM
1526	Spectrogram 1	1	571.319078144	571.401963278	0.083	34068.6	57989.7	40039.1	40039.1	ch1-2018-11-20_10-29-02_0000012.wav	23921.1	ST
1527	Spectrogram 1	1	571.699984471	571.708969310	0.009	60567.0	63402.1	62011.7	62011.7	ch1-2018-11-20_10-29-02_0000012.wav	2835.1	SH
1528	Spectrogram 1	1	571.769167727	571.805556322	0.036	36855.7	46134.0	44433.6	44921.9	ch1-2018-11-20_10-29-02_0000012.wav	9278.3	FM
1529	Spectrogram 1	1	572.057833657	572.165651717	0.108	34020.6	85309.3	57128.9	57617.2	ch1-2018-11-20_10-29-02_0000012.wav	51288.7	TR
1530	Spectrogram 1	1	572.476674236	572.589883199	0.113	38144.3	52835.1	42968.8	43457.0	ch1-2018-11-20_10-29-02_0000012.wav	14690.8	ST
1531	Spectrogram 1	1	572.866419597	572.926618014	0.060	33505.2	83247.4	57128.9	56640.6	ch1-2018-11-20_10-29-02_0000012.wav	49742.2	TR
1532	Spectrogram 1	1	573.023654269	573.098677670	0.075	32474.2	51804.1	34179.7	35644.5	ch1-2018-11-20_10-29-02_0000012.wav	19329.9	ST
1533	Spectrogram 1	1	573.368640111	573.450402141	0.082	40721.6	49742.3	43945.3	44433.6	ch1-2018-11-20_10-29-02_0000012.wav	9020.7	FM
1534	Spectrogram 1	1	573.575723074	573.645355571	0.070	30927.8	91237.1	34179.7	33691.4	ch1-2018-11-20_10-29-02_0000012.wav	60309.3	TR
1535	Spectrogram 1	1	573.890641659	573.996213510	0.106	29123.7	50773.2	35644.5	35644.5	ch1-2018-11-20_10-29-02_0000012.wav	21649.5	ST
1536	Spectrogram 1	1	574.107495242	574.165896692	0.058	30927.8	49484.5	32714.8	32714.8	ch1-2018-11-20_10-29-02_0000012.wav	18556.7	CMP
1537	Spectrogram 1	1	574.484033526	574.507394106	0.023	47422.7	52319.6	50781.2	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	4896.9	FM
1538	Spectrogram 1	1	574.537942556	574.599488699	0.062	26804.1	59020.6	46386.7	46875.0	ch1-2018-11-20_10-29-02_0000012.wav	32216.5	TR
1539	Spectrogram 1	1	574.768649083	574.827050533	0.058	42783.5	47422.7	44921.9	44921.9	ch1-2018-11-20_10-29-02_0000012.wav	4639.2	FL
1540	Spectrogram 1	1	575.159643858	575.273751306	0.114	42968.8	53350.5	50781.2	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	10381.7	FM
1541	Spectrogram 1	1	575.854392531	575.916837158	0.062	44329.9	53092.8	48339.8	48339.8	ch1-2018-11-20_10-29-02_0000012.wav	8762.9	FM
1542	Spectrogram 1	1	576.051609734	576.116300570	0.065	45876.3	52835.1	49804.7	50781.2	ch1-2018-11-20_10-29-02_0000012.wav	6958.8	FM
1543	Spectrogram 1	1	576.698738763	576.744112197	0.045	36340.2	62628.9	56640.6	56640.6	ch1-2018-11-20_10-29-02_0000012.wav	26288.7	ST
1544	Spectrogram 1	1	577.763638021	577.817547051	0.054	41752.6	48711.3	45898.4	46386.7	ch1-2018-11-20_10-29-02_0000012.wav	6958.7	FM
1545	Spectrogram 1	1	577.854384888	577.876397742	0.022	60309.3	65463.9	62500.0	62988.3	ch1-2018-11-20_10-29-02_0000012.wav	5154.6	FL
1546	Spectrogram 1	1	578.043490979	578.124354525	0.081	31701.0	53092.8	35644.5	35644.5	ch1-2018-11-20_10-29-02_0000012.wav	21391.8	ST
1547	Spectrogram 1	1	578.388958015	578.458590513	0.070	38144.3	48453.6	42968.8	44433.6	ch1-2018-11-20_10-29-02_0000012.wav	10309.3	FM
1548	Spectrogram 1	1	578.695488115	578.772757725	0.077	39948.5	87371.1	53710.9	55664.1	ch1-2018-11-20_10-29-02_0000012.wav	47422.6	TR
1549	Spectrogram 1	1	578.816334191	578.821725094	0.005	69329.9	71907.2	70800.8	70800.8	ch1-2018-11-20_10-29-02_0000012.wav	2577.3	SH
1550	Spectrogram 1	1	578.966356235	579.006788008	0.040	33505.2	36340.2	34668.0	34668.0	ch1-2018-11-20_10-29-02_0000012.wav	2835.0	FL
1551	Spectrogram 1	1	579.120895455	579.137068164	0.016	37886.6	45876.3	43945.3	44433.6	ch1-2018-11-20_10-29-02_0000012.wav	7989.7	RP
1552	Spectrogram 1	1	579.172109034	579.197266582	0.025	35824.7	41237.1	39062.5	39550.8	ch1-2018-11-20_10-29-02_0000012.wav	5412.4	FL
1553	Spectrogram 1	1	579.488073214	579.557256469	0.069	30468.8	85567.0	48339.8	48339.8	ch1-2018-11-20_10-29-02_0000012.wav	55098.2	TR
1554	Spectrogram 1	1	579.631381386	579.641264708	0.010	48969.1	62886.6	61035.2	61035.2	ch1-2018-11-20_10-29-02_0000012.wav	13917.5	RP
1555	Spectrogram 1	1	579.791760751	579.798050138	0.006	33247.4	36082.5	34668.0	34668.0	ch1-2018-11-20_10-29-02_0000012.wav	2835.1	SH
1556	Spectrogram 1	1	579.920398245	580.017434500	0.097	37113.4	44587.6	40039.1	39550.8	ch1-2018-11-20_10-29-02_0000012.wav	7474.2	FM
1557	Spectrogram 1	1	580.284978864	580.419302198	0.134	30412.4	89690.7	33691.4	33691.4	ch1-2018-11-20_10-29-02_0000012.wav	59278.3	CMP
1558	Spectrogram 1	1	580.533409646	580.568001274	0.035	46134.0	49484.5	47851.6	47851.6	ch1-2018-11-20_10-29-02_0000012.wav	3350.5	FL
1559	Spectrogram 1	1	580.704823435	580.750196868	0.045	34278.4	44329.9	42480.5	42968.8	ch1-2018-11-20_10-29-02_0000012.wav	10051.5	RP
1560	Spectrogram 1	1	581.050609448	581.143153284	0.093	30412.4	72680.4	48828.1	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	42268.0	TR
1561	Spectrogram 1	1	581.172803250	581.199757766	0.027	26288.7	54639.2	52246.1	52734.4	ch1-2018-11-20_10-29-02_0000012.wav	28350.5	ST
1562	Spectrogram 1	1	581.310271278	581.327791713	0.018	46391.8	50257.7	47851.6	47851.6	ch1-2018-11-20_10-29-02_0000012.wav	3865.9	FL
1563	Spectrogram 1	1	581.361035615	581.373165146	0.012	32474.2	35051.5	33691.4	33691.4	ch1-2018-11-20_10-29-02_0000012.wav	2577.3	SH
1564	Spectrogram 1	1	581.498928127	581.565865173	0.067	36855.7	41494.8	40039.1	40039.1	ch1-2018-11-20_10-29-02_0000012.wav	4639.1	FL
1565	Spectrogram 1	1	581.827773212	581.884826936	0.057	34020.6	67010.3	47851.6	47851.6	ch1-2018-11-20_10-29-02_0000012.wav	32989.7	TR
1566	Spectrogram 1	1	581.960724063	581.981838433	0.021	51804.1	60567.0	57617.2	57617.2	ch1-2018-11-20_10-29-02_0000012.wav	8762.9	IU
1567	Spectrogram 1	1	582.111669348	582.147159459	0.035	45360.8	79381.4	49316.4	49316.4	ch1-2018-11-20_10-29-02_0000012.wav	34020.6	ST
1568	Spectrogram 1	1	582.296560394	582.350020182	0.053	36749.5	40631.5	39062.5	39062.5	ch1-2018-11-20_10-29-02_0000012.wav	3882.0	FL
1569	Spectrogram 1	1	582.641096994	582.679282557	0.038	28209.1	80745.3	33203.1	33203.1	ch1-2018-11-20_10-29-02_0000012.wav	52536.2	CMP
1570	Spectrogram 1	1	582.835618745	582.943886048	0.108	40113.9	46066.3	42480.5	41992.2	ch1-2018-11-20_10-29-02_0000012.wav	5952.4	FL
1571	Spectrogram 1	1	583.460464741	583.526054061	0.066	18229.2	74534.2	70800.8	73730.5	ch1-2018-11-20_10-29-02_0000012.wav	56305.0	TR
1572	Spectrogram 1	1	583.690100917	583.791629591	0.102	41785.7	47142.9	43457.0	43457.0	ch1-2018-11-20_10-29-02_0000012.wav	5357.2	FL
1573	Spectrogram 1	1	583.981177729	584.038680695	0.058	38043.5	52018.6	48828.1	50781.2	ch1-2018-11-20_10-29-02_0000012.wav	13975.1	FM
1574	Spectrogram 1	1	584.150092691	584.224666849	0.075	31314.7	50983.4	33691.4	33691.4	ch1-2018-11-20_10-29-02_0000012.wav	19668.7	ST
1575	Spectrogram 1	1	584.333636011	584.580269825	0.247	30797.1	49171.8	32714.8	32714.8	ch1-2018-11-20_10-29-02_0000012.wav	18374.7	ST
1576	Spectrogram 1	1	584.709626740	584.772071367	0.062	41666.7	51759.8	46875.0	47851.6	ch1-2018-11-20_10-29-02_0000012.wav	10093.1	FM
1577	Spectrogram 1	1	584.860122783	585.082497534	0.222	29244.3	69617.0	31738.3	31738.3	ch1-2018-11-20_10-29-02_0000012.wav	40372.7	ST
1578	Spectrogram 1	1	585.211127833	585.347248134	0.136	27950.3	42184.3	30761.7	30273.4	ch1-2018-11-20_10-29-02_0000012.wav	14234.0	ST
1579	Spectrogram 1	1	585.594576613	585.626472789	0.032	25879.9	82556.9	51269.5	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	56677.0	TR
1580	Spectrogram 1	1	585.893476794	585.959964598	0.066	27950.3	42701.9	31250.0	31738.3	ch1-2018-11-20_10-29-02_0000012.wav	14751.6	ST
1581	Spectrogram 1	1	586.064637965	586.126633350	0.062	30279.5	44772.3	32226.6	32714.8	ch1-2018-11-20_10-29-02_0000012.wav	14492.8	ST
1582	Spectrogram 1	1	586.354644426	586.424276924	0.070	25879.9	61335.4	59082.0	60058.6	ch1-2018-11-20_10-29-02_0000012.wav	35455.5	TR
1583	Spectrogram 1	1	586.542876790	586.652941061	0.110	31055.9	36749.5	33203.1	33203.1	ch1-2018-11-20_10-29-02_0000012.wav	5693.6	FL
1584	Spectrogram 1	1	586.757417803	586.808631382	0.051	41925.5	48136.6	46875.0	46875.0	ch1-2018-11-20_10-29-02_0000012.wav	6211.1	FM
1585	Spectrogram 1	1	587.207427942	587.292783907	0.085	30279.5	52795.0	33691.4	32714.8	ch1-2018-11-20_10-29-02_0000012.wav	22515.5	ST
1586	Spectrogram 1	1	587.533830193	587.582797562	0.049	34161.5	37008.3	35644.5	35644.5	ch1-2018-11-20_10-29-02_0000012.wav	2846.8	FL
1587	Spectrogram 1	1	587.965551678	588.020359192	0.055	43737.1	82815.7	53222.7	56152.3	ch1-2018-11-20_10-29-02_0000012.wav	39078.6	TR
1588	Spectrogram 1	1	588.338643136	588.438824084	0.100	41666.7	46066.3	44433.6	44433.6	ch1-2018-11-20_10-29-02_0000012.wav	4399.6	FL
1589	Spectrogram 1	1	588.597209857	588.656060549	0.059	48395.4	82556.9	52246.1	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	34161.5	TR
1590	Spectrogram 1	1	588.929518614	589.227366006	0.298	26138.7	43219.5	30761.7	30761.7	ch1-2018-11-20_10-29-02_0000012.wav	17080.8	ST
1591	Spectrogram 1	1	589.313620455	589.347313599	0.034	46066.3	73757.8	51757.8	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	27691.5	TR
1592	Spectrogram 1	1	590.518486566	590.547238049	0.029	55383.0	60300.2	57617.2	58105.5	ch1-2018-11-20_10-29-02_0000012.wav	4917.2	FL
1593	Spectrogram 1	1	590.807773605	590.892680328	0.085	30020.7	57142.9	33691.4	33691.4	ch1-2018-11-20_10-29-02_0000012.wav	27122.2	ST
1594	Spectrogram 1	1	590.973993115	590.997802937	0.024	46842.7	72722.6	50781.2	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	25879.9	TR
1595	Spectrogram 1	1	591.101128579	591.132126271	0.031	43219.5	65735.0	62011.7	64941.4	ch1-2018-11-20_10-29-02_0000012.wav	22515.5	TR
1596	Spectrogram 1	1	591.218829961	591.270492782	0.052	42701.9	50207.0	48339.8	48339.8	ch1-2018-11-20_10-29-02_0000012.wav	7505.1	FM
1597	Spectrogram 1	1	591.546547986	591.586081275	0.040	54089.0	76345.8	61523.4	61523.4	ch1-2018-11-20_10-29-02_0000012.wav	22256.8	TR
1598	Spectrogram 1	1	591.670987998	591.755445479	0.084	43995.9	69358.2	49316.4	49316.4	ch1-2018-11-20_10-29-02_0000012.wav	25362.3	CMP
1599	Spectrogram 1	1	591.821034799	591.828671912	0.008	49948.2	53053.8	51269.5	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	3105.6	SH
1600	Spectrogram 1	1	591.861017330	591.866408233	0.005	54347.8	58747.4	56640.6	56640.6	ch1-2018-11-20_10-29-02_0000012.wav	4399.6	SH
1601	Spectrogram 1	1	592.401405845	592.418477038	0.017	44772.3	67546.6	52246.1	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	22774.3	TR
1602	Spectrogram 1	1	592.888980437	592.904703905	0.016	47101.4	51501.0	50293.0	50293.0	ch1-2018-11-20_10-29-02_0000012.wav	4399.6	FL
1603	Spectrogram 1	1	593.135165009	593.168408911	0.033	48136.6	52277.4	50781.2	50781.2	ch1-2018-11-20_10-29-02_0000012.wav	4140.8	FL
1604	Spectrogram 1	1	593.928002726	593.946870886	0.019	60937.5	69010.4	66894.5	67871.1	ch1-2018-11-20_10-29-02_0000012.wav	8072.9	FM
1605	Spectrogram 1	1	594.081643462	594.105902526	0.024	53645.8	60677.1	59570.3	59570.3	ch1-2018-11-20_10-29-02_0000012.wav	7031.3	RP
1606	Spectrogram 1	1	594.129712347	594.189012281	0.059	49739.6	75520.8	59082.0	59082.0	ch1-2018-11-20_10-29-02_0000012.wav	25781.2	CMP
1607	Spectrogram 1	1	594.277063697	594.403749918	0.127	43229.2	53385.4	51757.8	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	10156.2	FM
1608	Spectrogram 1	1	594.701368734	594.742249749	0.041	45833.3	69270.8	53222.7	53222.7	ch1-2018-11-20_10-29-02_0000012.wav	23437.5	TR
1609	Spectrogram 1	1	594.974507821	595.012244143	0.038	41145.8	65625.0	62988.3	63476.6	ch1-2018-11-20_10-29-02_0000012.wav	24479.2	TR
1610	Spectrogram 1	1	596.471626603	596.501276570	0.030	48437.5	88541.7	69824.2	70800.8	ch1-2018-11-20_10-29-02_0000012.wav	40104.2	TR
1611	Spectrogram 1	1	596.803616382	596.838657251	0.035	43229.2	90104.2	57617.2	57617.2	ch1-2018-11-20_10-29-02_0000012.wav	46875.0	TR
1612	Spectrogram 1	1	596.945552071	596.964420232	0.019	55729.2	61979.2	58105.5	58105.5	ch1-2018-11-20_10-29-02_0000012.wav	6250.0	FM
1613	Spectrogram 1	1	597.278138202	597.322163910	0.044	43489.6	69010.4	51757.8	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	25520.8	TR
1614	Spectrogram 1	1	597.761318688	597.769854284	0.009	61458.3	64322.9	62500.0	62500.0	ch1-2018-11-20_10-29-02_0000012.wav	2864.6	SH
1615	Spectrogram 1	1	597.992678276	597.998967663	0.006	66145.8	69010.4	67871.1	67871.1	ch1-2018-11-20_10-29-02_0000012.wav	2864.6	SH
1616	Spectrogram 1	1	598.425526105	598.452929862	0.027	49479.2	62760.4	57128.9	52734.4	ch1-2018-11-20_10-29-02_0000012.wav	13281.2	FM
1617	Spectrogram 1	1	598.568834277	598.593093341	0.024	58593.8	71354.2	62500.0	61523.4	ch1-2018-11-20_10-29-02_0000012.wav	12760.4	FM
1618	Spectrogram 1	1	598.859469042	598.885075831	0.026	41927.1	52604.2	50781.2	51269.5	ch1-2018-11-20_10-29-02_0000012.wav	10677.1	FM
1619	Spectrogram 1	1	599.121794371	599.166269321	0.044	39843.8	47135.4	44921.9	45410.2	ch1-2018-11-20_10-29-02_0000012.wav	7291.6	RP
1620	Spectrogram 1	1	599.305085074	599.308229768	0.003	64843.8	75781.2	71289.1	71289.1	ch1-2018-11-20_10-29-02_0000012.wav	10937.4	RP
1621	Spectrogram 1	1	599.881062013	599.921493786	0.040	47656.2	65104.2	52734.4	51757.8	ch1-2018-11-20_10-29-02_0000012.wav	17448.0	TR
1622	Spectrogram 1	1	601.057135187	601.092625298	0.035	46813.7	52205.9	50293.0	51269.5	ch1-2018-11-20_10-31-42_0000014.wav	5392.2	FL
1623	Spectrogram 1	1	601.332370092	601.349441285	0.017	48195.9	52577.3	50781.2	51269.5	ch1-2018-11-20_10-31-42_0000014.wav	4381.4	FL
1624	Spectrogram 1	1	601.473656676	601.668178427	0.195	34803.9	59558.8	37109.4	36132.8	ch1-2018-11-20_10-31-42_0000014.wav	24754.9	ST
1625	Spectrogram 1	1	601.763492056	601.811560941	0.048	34313.7	54411.8	36132.8	35644.5	ch1-2018-11-20_10-31-42_0000014.wav	20098.1	ST
1626	Spectrogram 1	1	602.206043920	602.395174768	0.189	33578.4	39951.0	35644.5	35156.2	ch1-2018-11-20_10-31-42_0000014.wav	6372.6	FL
1627	Spectrogram 1	1	602.515122360	602.546120053	0.031	37500.0	71568.6	44921.9	67871.1	ch1-2018-11-20_10-31-42_0000014.wav	34068.6	ST
1628	Spectrogram 1	1	602.653488871	602.694369886	0.041	45833.3	49264.7	47363.3	47851.6	ch1-2018-11-20_10-31-42_0000014.wav	3431.4	FL
1629	Spectrogram 1	1	602.931892644	603.097213671	0.165	32843.1	55882.4	34668.0	34668.0	ch1-2018-11-20_10-31-42_0000014.wav	23039.3	ST
1630	Spectrogram 1	1	603.200988554	603.251303649	0.050	33333.3	37990.2	34668.0	34668.0	ch1-2018-11-20_10-31-42_0000014.wav	4656.9	FL
1631	Spectrogram 1	1	603.350909138	603.426831022	0.076	44117.6	48039.2	46875.0	46875.0	ch1-2018-11-20_10-31-42_0000014.wav	3921.6	FL
1632	Spectrogram 1	1	603.691434513	603.828453298	0.137	33578.4	57385.2	35156.2	36132.8	ch1-2018-11-20_10-31-42_0000014.wav	23806.8	ST
1633	Spectrogram 1	1	603.933800528	603.957085171	0.023	51562.5	67892.2	62500.0	62011.7	ch1-2018-11-20_10-31-42_0000014.wav	16329.7	CMP
1634	Spectrogram 1	1	604.068497167	604.220340936	0.152	27941.2	48039.2	30273.4	45410.2	ch1-2018-11-20_10-31-42_0000014.wav	20098.0	ST
1635	Spectrogram 1	1	604.327409422	604.424894919	0.097	24264.7	109313.7	56640.6	40527.3	ch1-2018-11-20_10-31-42_0000014.wav	85049.0	TR
1636	Spectrogram 1	1	604.512497093	604.599200783	0.087	33333.3	54902.0	35156.2	36132.8	ch1-2018-11-20_10-31-42_0000014.wav	21568.7	ST
1637	Spectrogram 1	1	604.687775446	604.809969248	0.122	26470.6	51470.6	30273.4	42480.5	ch1-2018-11-20_10-31-42_0000014.wav	25000.0	CMP
1638	Spectrogram 1	1	605.044273308	605.122441402	0.078	34313.7	58578.4	36621.1	36132.8	ch1-2018-11-20_10-31-42_0000014.wav	24264.7	ST
1639	Spectrogram 1	1	605.209145093	605.337628282	0.128	31862.7	55147.1	34179.7	34668.0	ch1-2018-11-20_10-31-42_0000014.wav	23284.4	ST
1640	Spectrogram 1	1	605.434263643	605.556906687	0.123	25000.0	39951.0	34668.0	35644.5	ch1-2018-11-20_10-31-42_0000014.wav	14951.0	FM
1641	Spectrogram 1	1	605.802891037	606.030656690	0.228	31372.5	76715.7	33691.4	35644.5	ch1-2018-11-20_10-31-42_0000014.wav	45343.2	ST
1642	Spectrogram 1	1	606.125895977	606.285376858	0.159	25245.1	51715.7	38574.2	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	26470.6	CMP
1643	Spectrogram 1	1	606.467817426	606.553173390	0.085	32352.9	62009.8	35156.2	37109.4	ch1-2018-11-20_10-31-42_0000014.wav	29656.9	ST
1644	Spectrogram 1	1	606.653803580	606.709734199	0.056	34068.6	59381.2	38085.9	51757.8	ch1-2018-11-20_10-31-42_0000014.wav	25312.6	ST
1645	Spectrogram 1	1	606.791945471	607.045879465	0.254	26960.8	53676.5	33203.1	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	26715.7	CMP
1646	Spectrogram 1	1	607.137336345	607.200230214	0.063	30882.4	36519.6	33203.1	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	5637.2	FL
1647	Spectrogram 1	1	607.606393257	607.921761085	0.315	29411.8	51960.8	31738.3	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	22549.0	ST
1648	Spectrogram 1	1	608.033771231	608.088129504	0.054	43382.4	50735.3	48828.1	48828.1	ch1-2018-11-20_10-31-42_0000014.wav	7352.9	FM
1649	Spectrogram 1	1	608.186064242	608.355877688	0.170	27941.2	36764.7	34668.0	35156.2	ch1-2018-11-20_10-31-42_0000014.wav	8823.5	FM
1650	Spectrogram 1	1	608.599514818	608.620179946	0.021	46323.5	49509.8	47851.6	48339.8	ch1-2018-11-20_10-31-42_0000014.wav	3186.3	FL
1651	Spectrogram 1	1	608.845699390	608.889725098	0.044	31127.5	34313.7	32714.8	32714.8	ch1-2018-11-20_10-31-42_0000014.wav	3186.2	FL
1652	Spectrogram 1	1	608.997068260	609.121957513	0.125	29902.0	53186.3	33203.1	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	23284.3	ST
1653	Spectrogram 1	1	609.472514220	609.609982248	0.137	29166.7	51715.7	31738.3	32714.8	ch1-2018-11-20_10-31-42_0000014.wav	22549.0	ST
1654	Spectrogram 1	1	610.006537994	610.047419009	0.041	50490.2	53431.4	52246.1	52246.1	ch1-2018-11-20_10-31-42_0000014.wav	2941.2	FL
1655	Spectrogram 1	1	610.194545737	610.281222872	0.087	34181.6	73852.3	37109.4	37109.4	ch1-2018-11-20_10-31-42_0000014.wav	39670.7	ST
1656	Spectrogram 1	1	610.361861797	610.480910905	0.119	32843.1	61519.6	34668.0	35156.2	ch1-2018-11-20_10-31-42_0000014.wav	28676.5	ST
1657	Spectrogram 1	1	610.541109323	610.732935622	0.192	23774.5	54411.8	33203.1	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	30637.3	CMP
1658	Spectrogram 1	1	610.916100558	611.017179990	0.101	26960.8	101960.8	68359.4	56640.6	ch1-2018-11-20_10-31-42_0000014.wav	75000.0	TR
1659	Spectrogram 1	1	611.093551116	611.202716903	0.109	29166.7	49509.8	31738.3	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	20343.1	ST
1660	Spectrogram 1	1	611.295060516	611.426688398	0.132	24754.9	35784.3	31738.3	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	11029.4	FM
1661	Spectrogram 1	1	611.638878594	611.724234559	0.085	26960.8	107352.9	57128.9	57617.2	ch1-2018-11-20_10-31-42_0000014.wav	80392.1	TR
1662	Spectrogram 1	1	611.810489007	611.930436600	0.120	29166.7	51960.8	31250.0	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	22794.1	ST
1663	Spectrogram 1	1	612.021881729	612.151263402	0.129	25000.0	49019.6	29785.2	39062.5	ch1-2018-11-20_10-31-42_0000014.wav	24019.6	CMP
1664	Spectrogram 1	1	612.502443916	612.596335477	0.094	30147.1	53676.5	32714.8	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	23529.4	ST
1665	Spectrogram 1	1	612.691125522	612.728412602	0.037	30392.2	51960.8	47851.6	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	21568.6	ST
1666	Spectrogram 1	1	612.837578388	613.008290318	0.171	25980.4	42892.2	27832.0	27832.0	ch1-2018-11-20_10-31-42_0000014.wav	16911.8	ST
1667	Spectrogram 1	1	613.211671140	613.295230137	0.084	30147.1	51715.7	32226.6	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	21568.6	ST
1668	Spectrogram 1	1	613.504551215	613.535548907	0.031	31862.7	36274.5	34668.0	34668.0	ch1-2018-11-20_10-31-42_0000014.wav	4411.8	FL
1669	Spectrogram 1	1	613.631686678	613.852264460	0.221	26470.6	35784.3	30273.4	30273.4	ch1-2018-11-20_10-31-42_0000014.wav	9313.7	FM
1670	Spectrogram 1	1	613.940290220	614.133464245	0.193	25490.2	46078.4	28320.3	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	20588.2	ST
1671	Spectrogram 1	1	614.220617178	614.233645193	0.013	41666.7	45343.1	43457.0	42968.8	ch1-2018-11-20_10-31-42_0000014.wav	3676.4	SH
1672	Spectrogram 1	1	614.377725183	614.422200133	0.044	30637.3	52205.9	49804.7	50293.0	ch1-2018-11-20_10-31-42_0000014.wav	21568.6	ST
1673	Spectrogram 1	1	614.542147725	614.747451282	0.205	26470.6	46568.6	28808.6	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	20098.0	ST
1674	Spectrogram 1	1	614.841317187	614.860634589	0.019	40668.7	44411.2	42968.8	42968.8	ch1-2018-11-20_10-31-42_0000014.wav	3742.5	FL
1675	Spectrogram 1	1	614.889835314	615.000798068	0.111	25980.4	44362.7	29296.9	30273.4	ch1-2018-11-20_10-31-42_0000014.wav	18382.3	ST
1676	Spectrogram 1	1	615.284069498	615.340673979	0.057	31862.7	57142.9	34668.0	34668.0	ch1-2018-11-20_10-31-42_0000014.wav	25280.2	ST
1677	Spectrogram 1	1	615.564370799	615.724300922	0.160	27696.1	48039.2	29785.2	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	20343.1	ST
1678	Spectrogram 1	1	615.813250822	615.920170399	0.107	24509.8	93872.5	31250.0	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	69362.7	TR
1679	Spectrogram 1	1	616.025891159	616.158866767	0.133	26225.5	47794.1	30273.4	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	21568.6	ST
1680	Spectrogram 1	1	616.239730313	616.296334795	0.057	29411.8	52451.0	32226.6	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	23039.2	ST
1681	Spectrogram 1	1	616.404152856	616.424817984	0.021	39421.2	41916.2	40527.3	40527.3	ch1-2018-11-20_10-31-42_0000014.wav	2495.0	FL
1682	Spectrogram 1	1	616.448627806	616.555098141	0.106	26946.1	42165.7	29296.9	30273.4	ch1-2018-11-20_10-31-42_0000014.wav	15219.6	FM
1683	Spectrogram 1	1	616.770407373	617.112280473	0.342	25490.2	48529.4	29296.9	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	23039.2	ST
1684	Spectrogram 1	1	617.205722793	617.248400775	0.043	28676.5	84313.7	50293.0	50293.0	ch1-2018-11-20_10-31-42_0000014.wav	55637.2	TR
1685	Spectrogram 1	1	617.365350784	617.527077875	0.162	26225.5	43137.3	29296.9	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	16911.8	ST
1686	Spectrogram 1	1	617.622317162	617.734627642	0.112	22549.0	101960.8	51269.5	51757.8	ch1-2018-11-20_10-31-42_0000014.wav	79411.8	TR
1687	Spectrogram 1	1	617.858769120	618.101359756	0.243	25245.1	48039.2	28808.6	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	22794.1	ST
1688	Spectrogram 1	1	618.356678075	618.402051509	0.045	41421.6	48039.2	45410.2	45898.4	ch1-2018-11-20_10-31-42_0000014.wav	6617.6	FM
1689	Spectrogram 1	1	618.500884731	618.544910439	0.044	31127.5	52451.0	34179.7	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	21323.5	ST
